ruler,config,block_id,chapter_id,side,role,term_ids,form,start,end,surface,credited,context
gold,S1,d2l_preliminaries_autograd_b061,d2l_preliminaries,target,shadow,gold:value,giá trị,619,626,giá trị,false,"ả. 1. Cho $f(x) = \sin(x)$. Vẽ $f(x)$ và $\frac{df(x)}{dx}$, trong đó [[giá trị]] sau được tính mà không khai thác rằng $f'(x) = \cos(x)$."
gold,S1,d2l_preliminaries_probability_b002,d2l_preliminaries,source,denominator,gold:machine learning,machine learning,25,41,machine learning,true,"In some form or another, [[machine learning]] is all about making predictions.
We might want to predict the *probab"
gold,S1,d2l_preliminaries_probability_b002,d2l_preliminaries,source,denominator,gold:reinforcement learning,reinforcement learning,352,374,reinforcement learning,true,"rom an airplane's jet engine would be, were it operating normally. In [[reinforcement learning]], we want an agent to act intelligently in an environment. This means "
gold,S1,d2l_preliminaries_probability_b002,d2l_preliminaries,source,denominator,gold:agent,agent,387,392,agent,true,"be, were it operating normally. In reinforcement learning, we want an [[agent]] to act intelligently in an environment. This means we need to think a"
gold,S1,d2l_preliminaries_probability_b002,d2l_preliminaries,source,denominator,gold:example,example,628,635,example,true,"uild recommender systems we also need to think about probability. For [[example]], say *hypothetically* that we worked for a large online bookseller. W"
gold,S1,d2l_preliminaries_probability_b002,d2l_preliminaries,source,denominator,gold:deep learning,deep learning,1123,1136,deep learning,true,"ound, to teach you just enough that you can start building your first [[deep learning]] models, and to give you enough of a flavor for the subject that you c"
gold,S1,d2l_preliminaries_probability_b002,d2l_preliminaries,target,active,gold:machine learning,học máy,29,36,học máy,true,"Theo cách này hay cách khác, [[học máy]] đều xoay quanh việc đưa ra dự đoán. Chúng ta có thể muốn dự đoán *xác"
gold,S1,d2l_preliminaries_probability_b002,d2l_preliminaries,target,active,gold:reinforcement learning,học tăng cường,366,380,học tăng cường,true,"ẽ *có khả năng* như thế nào, nếu nó đang hoạt động bình thường. Trong [[học tăng cường]], chúng ta muốn một tác tử hành động thông minh trong một môi trường. "
gold,S1,d2l_preliminaries_probability_b002,d2l_preliminaries,target,shadow,gold:key,khóa,870,874,khóa,false,"làm điều này, chúng ta cần sử dụng ngôn ngữ của xác suất. Toàn bộ các [[khóa]] học, chuyên ngành, luận văn, sự nghiệp, và thậm chí cả các khoa, đều "
gold,S1,d2l_preliminaries_probability_b003,d2l_preliminaries,source,denominator,gold:example,example,125,132,example,true,ons without articulating what precisely they are or giving a concrete [[example]]. Let us get more serious now by considering the first case: distingui
gold,S1,d2l_preliminaries_probability_b006,d2l_preliminaries,source,denominator,gold:data,data,60,64,data,true,"Now consider the second case: given some weather monitoring [[data]], we want to predict the probability that it will rain in Taipei tomor"
gold,S1,d2l_preliminaries_probability_b006,d2l_preliminaries,target,active,gold:data,dữ liệu,52,59,dữ liệu,true,"Bây giờ hãy xét trường hợp thứ hai: dựa trên một số [[dữ liệu]] giám sát thời tiết, chúng ta muốn dự đoán xác suất rằng ngày mai trời"
gold,S1,d2l_preliminaries_probability_b007,d2l_preliminaries,source,denominator,gold:value,value,28,33,value,true,"In both cases, we have some [[value]] of interest. And in both cases we are uncertain about the outcome.
Bu"
gold,S1,d2l_preliminaries_probability_b007,d2l_preliminaries,source,denominator,gold:key,key,116,119,key,true," And in both cases we are uncertain about the outcome.
But there is a [[key]] difference between the two cases. In this first case, the image is in"
gold,S1,d2l_preliminaries_probability_b007,d2l_preliminaries,target,active,gold:value,giá trị,45,52,giá trị,true,"Trong cả hai trường hợp, chúng ta đều có một [[giá trị]] quan tâm. Và trong cả hai trường hợp, chúng ta đều không chắc chắn về"
gold,S1,d2l_preliminaries_probability_b008,d2l_preliminaries,source,denominator,gold:probability theory,probability theory,9,27,Probability Theory,true,## Basic [[Probability Theory]]
gold,S1,d2l_preliminaries_probability_b008,d2l_preliminaries,target,active,gold:probability theory,lý thuyết xác suất,3,21,Lý thuyết xác suất,true,## [[Lý thuyết xác suất]] cơ bản
gold,S1,d2l_preliminaries_probability_b010,d2l_preliminaries,source,denominator,gold:value,value,269,274,value,true,"d recording the outcomes. For each cast of the die, we will observe a [[value]] in $\{1, \ldots, 6\}$. Given these outcomes, we want to investigate t"
gold,S1,d2l_preliminaries_probability_b010,d2l_preliminaries,target,active,gold:value,giá trị,288,295,giá trị,true," các kết quả. Với mỗi lần gieo xúc xắc, chúng ta sẽ quan sát được một [[giá trị]] trong $\{1, \ldots, 6\}$. Dựa trên các kết quả này, chúng ta muốn khả"
gold,S1,d2l_preliminaries_probability_b011,d2l_preliminaries,source,denominator,gold:value,value,30,35,value,true,"One natural approach for each [[value]] is to take the
individual count for that value and to divide it by th"
gold,S1,d2l_preliminaries_probability_b011,d2l_preliminaries,source,denominator,gold:value,value,77,82,value,true,"ural approach for each value is to take the
individual count for that [[value]] and to divide it by the total number of tosses.
This gives us an *est"
gold,S1,d2l_preliminaries_probability_b011,d2l_preliminaries,source,denominator,gold:law of large numbers,law of large numbers,203,223,"law of
large numbers",true,"is gives us an *estimate* of the probability of a given *event*. The *[[law of
large numbers]]* tell us that as the number of tosses grows this estimate will draw c"
gold,S1,d2l_preliminaries_probability_b011,d2l_preliminaries,target,active,gold:value,giá trị,35,42,giá trị,true,Một cách tiếp cận tự nhiên cho mỗi [[giá trị]] là lấy số lần xuất hiện của giá trị đó rồi chia cho tổng số lần gieo.
gold,S1,d2l_preliminaries_probability_b011,d2l_preliminaries,target,active,gold:value,giá trị,71,78,giá trị,true,ột cách tiếp cận tự nhiên cho mỗi giá trị là lấy số lần xuất hiện của [[giá trị]] đó rồi chia cho tổng số lần gieo. Điều này cho ta một *ước lượng* của
gold,S1,d2l_preliminaries_probability_b016,d2l_preliminaries,source,denominator,gold:distribution,distribution,149,161,distribution,true,"ss
of drawing examples from probability distributions *sampling*.
The [[distribution]]
that assigns probabilities to a number of discrete choices is called "
gold,S1,d2l_preliminaries_probability_b016,d2l_preliminaries,source,denominator,gold:distribution,distribution,248,260,distribution,true,"babilities to a number of discrete choices is called the
*multinomial [[distribution]]*. We will give a more formal definition of
*distribution* later, but "
gold,S1,d2l_preliminaries_probability_b016,d2l_preliminaries,source,denominator,gold:distribution,distribution,305,317,distribution,true,"*multinomial distribution*. We will give a more formal definition of
*[[distribution]]* later, but at a high level, think of it as just an assignment of
pro"
gold,S1,d2l_preliminaries_probability_b016,d2l_preliminaries,target,active,gold:distribution,phân phối,113,122,phân phối,true," xúc xắc. Trong thống kê, chúng ta gọi quá trình lấy các ví dụ từ các [[phân phối]] xác suất này là *lấy mẫu*. Phân phối gán xác suất cho một số lựa chọn"
gold,S1,d2l_preliminaries_probability_b016,d2l_preliminaries,target,shadow,gold:example,mẫu,144,147,mẫu,false, ta gọi quá trình lấy các ví dụ từ các phân phối xác suất này là *lấy [[mẫu]]*. Phân phối gán xác suất cho một số lựa chọn rời rạc được gọi là *phâ
gold,S1,d2l_preliminaries_probability_b016,d2l_preliminaries,target,active,gold:distribution,phân phối,150,159,Phân phối,true,i quá trình lấy các ví dụ từ các phân phối xác suất này là *lấy mẫu*. [[Phân phối]] gán xác suất cho một số lựa chọn rời rạc được gọi là *phân phối đa th
gold,S1,d2l_preliminaries_probability_b016,d2l_preliminaries,target,shadow,gold:multinominal distribution,phân phối đa thức,214,231,phân phối đa thức,false,mẫu*. Phân phối gán xác suất cho một số lựa chọn rời rạc được gọi là *[[phân phối đa thức]]*. Chúng ta sẽ đưa ra một định nghĩa chính thức hơn về *phân phối* sau
gold,S1,d2l_preliminaries_probability_b016,d2l_preliminaries,target,active,gold:distribution,phân phối,287,296,phân phối,true,"n phối đa thức*. Chúng ta sẽ đưa ra một định nghĩa chính thức hơn về *[[phân phối]]* sau, nhưng ở mức khái quát, hãy xem nó đơn giản là việc gán xác suất"
gold,S1,d2l_preliminaries_probability_b017,d2l_preliminaries,source,denominator,gold:vector,vector,45,51,vector,true,"To draw a single sample, we simply pass in a [[vector]] of probabilities.
The output is another vector of the same length:
it"
gold,S1,d2l_preliminaries_probability_b017,d2l_preliminaries,source,denominator,gold:vector,vector,92,98,vector,true,"e, we simply pass in a vector of probabilities.
The output is another [[vector]] of the same length:
its value at index $i$ is the number of times the"
gold,S1,d2l_preliminaries_probability_b017,d2l_preliminaries,source,denominator,gold:value,value,123,128,value,true,"f probabilities.
The output is another vector of the same length:
its [[value]] at index $i$ is the number of times the sampling outcome corresponds "
gold,S1,d2l_preliminaries_probability_b017,d2l_preliminaries,target,active,gold:value,giá trị,112,119,giá trị,true,uyền vào một vectơ xác suất. Đầu ra là một vectơ khác có cùng độ dài: [[giá trị]] tại chỉ số $i$ của nó là số lần mà kết quả của quá trình lấy mẫu tươn
gold,S1,d2l_preliminaries_probability_b017,d2l_preliminaries,target,shadow,gold:example,mẫu,181,184,mẫu,false, giá trị tại chỉ số $i$ của nó là số lần mà kết quả của quá trình lấy [[mẫu]] tương ứng với $i$.
gold,S1,d2l_preliminaries_probability_b021,d2l_preliminaries,source,denominator,gold:distribution,distribution,192,204,distribution,true,"irness of a die, we often want to
generate many samples from the same [[distribution]]. It would be unbearably slow to
do this with a Python `for` loop, so "
gold,S1,d2l_preliminaries_probability_b021,d2l_preliminaries,target,shadow,gold:example,mẫu,20,23,mẫu,false,"Nếu bạn chạy bộ lấy [[mẫu]] nhiều lần, bạn sẽ thấy rằng mỗi lần bạn nhận được các giá trị ngẫu nh"
gold,S1,d2l_preliminaries_probability_b021,d2l_preliminaries,target,shadow,gold:value,giá trị,78,85,giá trị,false,"chạy bộ lấy mẫu nhiều lần, bạn sẽ thấy rằng mỗi lần bạn nhận được các [[giá trị]] ngẫu nhiên. Cũng như khi ước lượng độ công bằng của một con xúc xắc, "
gold,S1,d2l_preliminaries_probability_b021,d2l_preliminaries,target,shadow,gold:example,mẫu,186,189,mẫu,false,"ượng độ công bằng của một con xúc xắc, chúng ta thường muốn tạo nhiều [[mẫu]] từ cùng một phân phối. Làm điều này bằng vòng lặp `for` của Python sẽ"
gold,S1,d2l_preliminaries_probability_b021,d2l_preliminaries,target,active,gold:distribution,phân phối,202,211,phân phối,true,"g của một con xúc xắc, chúng ta thường muốn tạo nhiều mẫu từ cùng một [[phân phối]]. Làm điều này bằng vòng lặp `for` của Python sẽ cực kỳ chậm, vì vậy h"
gold,S1,d2l_preliminaries_probability_b021,d2l_preliminaries,target,shadow,gold:iteration,vòng lặp,231,239,vòng lặp,false,"ta thường muốn tạo nhiều mẫu từ cùng một phân phối. Làm điều này bằng [[vòng lặp]] `for` của Python sẽ cực kỳ chậm, vì vậy hàm chúng ta đang dùng hỗ trợ"
gold,S1,d2l_preliminaries_probability_b021,d2l_preliminaries,target,shadow,gold:example,mẫu,320,323,mẫu,false,"Python sẽ cực kỳ chậm, vì vậy hàm chúng ta đang dùng hỗ trợ lấy nhiều [[mẫu]] cùng lúc, trả về một mảng các mẫu độc lập với bất kỳ hình dạng nào mà"
gold,S1,d2l_preliminaries_probability_b021,d2l_preliminaries,target,shadow,gold:example,mẫu,354,357,mẫu,false,"chúng ta đang dùng hỗ trợ lấy nhiều mẫu cùng lúc, trả về một mảng các [[mẫu]] độc lập với bất kỳ hình dạng nào mà chúng ta muốn."
gold,S1,d2l_preliminaries_probability_b029,d2l_preliminaries,source,denominator,gold:data,data,25,29,data,true,"Because we generated the [[data]] from a fair die, we know that each outcome has true probability $\fra"
